order_id,order_date,product_name,category,quantity,unit_price,total_amount,region,sales_rep,customer_type,payment_method,discount_pct,notes
ORD-10188,2023-04-15,Ergonomic Chair X1,Furniture,25,525.2,13130.0,West,Sarah Williams,Retail,Net 30,0,
ORD-10244,2023-04-16,Keyboard Mechanical,Electronics,23,141.53,3255.19,North,Aisha Patel,Corporate,Net 30,15,
ORD-10257,2023-04-16,Whiteboard Markers 12pk,Office Supplies,48,8.88,426.24,Central,Aisha Patel,Wholesale,Paypal,15,
ORD-10220,2023-04-18,Laptop Pro 15,Electronics,21,1206.83,25343.43,North,James Chen,Corporate,Credit Card,20,Rush order
ORD-10030,2023-04-20,USB-C Hub 7-Port,Electronics,42,52.8,2217.6,Central,James Chen,Wholesale,Paypal,15,
ORD-10325,2023-04-20,Webcam HD 1080p,Electronics,10,84.82,848.2,East,,Corporate,Check,0,VIP client
ORD-10363,2023-04-22,Keyboard Mechanical,Electronics,14,155.03,2170.42,Central,Aisha Patel,Online,Check,15,
ORD-10134,2023-04-26,Printer Paper 5000ct,Office Supplies,30,32.61,978.3,South,David Kim,Wholesale,Wire Transfer,0,
ORD-10494,2023-04-30,USB-C Hub 7-Port,Electronics,31,48.82,1513.42,,Robert Johnson,Wholesale,,10,
ORD-10196,2023-05-01,Keyboard Mechanical,Electronics,50,166.79,8339.5,Central,Aisha Patel,Retail,Paypal,0,
ORD-10248,2023-05-01,Wireless Mouse M200,Electronics,33,31.96,1054.68,Central,Aisha Patel,Wholesale,Check,20,Damaged in transit
ORD-10072,2023-05-06,Notebook A5 Premium,Office Supplies,18,11.78,212.04,North,Carlos Mendez,Wholesale,Credit Card,5,Backordered
ORD-10182,2023-05-16,Standing Desk L-Shape,Furniture,42,753.97,31666.74,West,Sarah Williams,Online,Paypal,20,
ORD-10187,2023-05-16,Laptop Pro 15,Electronics,14,1290.94,18073.16,North,David Kim,Corporate,Wire Transfer,0,
ORD-10308,2023-05-18,Laptop Pro 15,Electronics,12,1269.38,15232.56,Central,Maria Rodriguez,Retail,,0,Backordered
ORD-10315,2023-05-19,Printer Paper 5000ct,Office Supplies,18,35.5,639.0,Central,David Kim,Wholesale,Credit Card,0,Damaged in transit
ORD-10095,2023-05-21,Whiteboard Markers 12pk,Office Supplies,13,7.79,101.27,Central,David Kim,Wholesale,Net 30,20,
ORD-10006,2023-05-22,Desk Lamp LED,Office Supplies,26,43.14,1121.64,South,Sarah Williams,Corporate,Net 30,0,
ORD-10119,2023-05-25,Wireless Mouse M200,Electronics,18,29.54,531.72,South,Thomas Brown,Online,Wire Transfer,0,
ORD-10442,2023-05-26,Ergonomic Chair X1,Furniture,9,663.12,5968.08,South,Elena Vasquez,Retail,Credit Card,0,
ORD-10123,2023-05-28,Monitor Arm Dual,Furniture,36,147.11,5295.96,North,,Corporate,Wire Transfer,0,Return pending
ORD-10151,2023-05-30,Laptop Pro 15,Electronics,37,1441.98,53353.26,East,Carlos Mendez,Wholesale,Paypal,5,
ORD-10321,2023-05-30,Monitor Arm Dual,Furniture,6,143.39,860.34,South,Elena Vasquez,Retail,Wire Transfer,20,
ORD-10482,2023-06-01,Whiteboard Markers 12pk,Office Supplies,8,9.37,74.96,South,Fatima Al-Hassan,Wholesale,Net 30,0,Rush order
ORD-10198,2023-06-03,Whiteboard Markers 12pk,Office Supplies,24,8.19,196.56,East,Elena Vasquez,Online,,0,
ORD-10424,2023-06-04,Wireless Mouse M200,Electronics,45,26.82,1206.9,West,Fatima Al-Hassan,Corporate,,20,
ORD-10189,2023-06-05,Monitor Arm Dual,Furniture,47,118.8,5583.6,North,Sarah Williams,Corporate,Check,20,Return pending
ORD-10161,2023-06-07,Keyboard Mechanical,Electronics,5,131.18,655.9,East,James Chen,Retail,Check,0,
ORD-10222,2023-06-07,Desk Lamp LED,Office Supplies,36,49.59,1785.24,East,Thomas Brown,Wholesale,Credit Card,0,Backordered
ORD-10268,2023-06-08,Monitor Arm Dual,Furniture,30,138.17,4145.1,East,Thomas Brown,Online,Credit Card,15,Customer complaint
ORD-10429,2023-06-09,USB-C Hub 7-Port,Electronics,30,56.41,1692.3,West,Thomas Brown,Wholesale,Net 30,0,Return pending
ORD-10349,2023-06-11,USB-C Hub 7-Port,Electronics,42,56.48,2372.16,South,Sarah Williams,Retail,Check,20,
ORD-10092,2023-06-12,Whiteboard Markers 12pk,Office Supplies,34,8.55,290.7,East,,Online,Credit Card,15,
ORD-10204,2023-06-18,Desk Lamp LED,Office Supplies,7,40.35,282.45,Central,Carlos Mendez,Online,Paypal,10,
ORD-10259,2023-06-18,Keyboard Mechanical,Electronics,6,129.55,777.3,East,Carlos Mendez,Retail,,5,
ORD-10010,2023-06-19,Webcam HD 1080p,Electronics,31,90.71,2812.01,Central,Carlos Mendez,Online,Paypal,15,
ORD-10035,2023-06-19,Webcam HD 1080p,Electronics,44,87.14,3834.16,Central,Maria Rodriguez,Corporate,Wire Transfer,0,Rush order
ORD-10197,2023-06-20,Laptop Pro 15,Electronics,32,1440.14,46084.48,North,Fatima Al-Hassan,Retail,,5,
ORD-10038,2023-06-21,Keyboard Mechanical,Electronics,17,162.0,2754.0,East,Thomas Brown,Online,Net 30,20,
ORD-10226,2023-06-21,Wireless Mouse M200,Electronics,49,29.53,1446.97,North,Elena Vasquez,Wholesale,Net 30,10,Return pending
ORD-10311,2023-06-21,Whiteboard Markers 12pk,Office Supplies,41,9.65,395.65,North,David Kim,Online,Check,10,VIP client
ORD-10391,2023-06-21,Webcam HD 1080p,Electronics,29,85.41,2476.89,East,Maria Rodriguez,Corporate,,0,Damaged in transit
ORD-10445,2023-06-25,Keyboard Mechanical,Electronics,13,170.88,2221.44,Central,Robert Johnson,Wholesale,Paypal,0,Rush order
ORD-10405,2023-06-26,Keyboard Mechanical,Electronics,42,133.37,5601.54,Central,,Retail,Credit Card,0,Customer complaint
ORD-10104,2023-06-29,Printer Paper 5000ct,Office Supplies,22,38.28,842.16,South,Robert Johnson,Online,Wire Transfer,0,Backordered
ORD-10195,2023-06-29,Standing Desk L-Shape,Furniture,43,910.56,39154.08,South,David Kim,Online,Wire Transfer,15,
ORD-10216,2023-06-29,Ergonomic Chair X1,Furniture,43,614.98,26444.14,South,Maria Rodriguez,Corporate,Net 30,0,Rush order
ORD-10233,2023-07-01,Monitor Arm Dual,Furniture,32,133.66,4277.12,East,James Chen,Retail,Paypal,0,Rush order
ORD-10274,2023-07-01,Notebook A5 Premium,Office Supplies,44,11.5,506.0,North,Fatima Al-Hassan,Online,Check,0,Damaged in transit
ORD-10361,2023-07-02,Wireless Mouse M200,Electronics,4,26.47,105.88,Central,Robert Johnson,Online,Credit Card,0,Damaged in transit
ORD-10158,2023-07-03,Printer Paper 5000ct,Office Supplies,37,36.65,1356.05,West,Aisha Patel,Wholesale,Net 30,20,Return pending
ORD-10356,2023-07-03,Notebook A5 Premium,Office Supplies,21,12.8,268.8,North,David Kim,Wholesale,Credit Card,0,
ORD-10042,2023-07-06,Laptop Pro 15,Electronics,32,1436.86,45979.52,East,Aisha Patel,Retail,Net 30,5,
ORD-10473,2023-07-06,Ergonomic Chair X1,Furniture,6,583.64,3501.84,North,Thomas Brown,Wholesale,Credit Card,0,Backordered
ORD-10047,2023-07-08,Whiteboard Markers 12pk,Office Supplies,31,8.34,258.54,North,Robert Johnson,Retail,Wire Transfer,0,Damaged in transit
ORD-10156,2023-07-09,Monitor Arm Dual,Furniture,26,128.39,3338.14,North,Elena Vasquez,Corporate,Credit Card,0,Rush order
ORD-10162,2023-07-11,Standing Desk L-Shape,Furniture,7,755.4,5287.8,North,David Kim,Retail,Net 30,15,
ORD-10461,2023-07-11,Webcam HD 1080p,Electronics,46,80.38,3697.48,Central,Elena Vasquez,Retail,Net 30,5,
ORD-10491,2023-07-11,Desk Lamp LED,Office Supplies,17,42.86,728.62,West,Maria Rodriguez,Corporate,Credit Card,0,Rush order
ORD-10213,2023-07-12,Desk Lamp LED,Office Supplies,37,40.17,1486.29,West,James Chen,Wholesale,Net 30,5,
ORD-10425,2023-07-13,Keyboard Mechanical,Electronics,42,128.46,5395.32,Central,David Kim,Corporate,Paypal,10,
ORD-10329,2023-07-16,Laptop Pro 15,Electronics,13,1146.74,14907.62,Central,Thomas Brown,Retail,Check,5,
ORD-10097,2023-07-18,Standing Desk L-Shape,Furniture,31,951.89,29508.59,East,Fatima Al-Hassan,Corporate,Wire Transfer,5,
ORD-10310,2023-07-23,Monitor Arm Dual,Furniture,44,148.05,6514.2,East,Fatima Al-Hassan,Corporate,Credit Card,20,Damaged in transit
ORD-10322,2023-07-23,Ergonomic Chair X1,Furniture,48,687.87,33017.76,West,Aisha Patel,Wholesale,Credit Card,0,VIP client
ORD-10449,2023-07-23,Keyboard Mechanical,Electronics,11,130.4,1434.4,South,Robert Johnson,Online,Paypal,15,
ORD-10132,2023-07-24,Webcam HD 1080p,Electronics,31,79.45,2462.95,North,Thomas Brown,Retail,Wire Transfer,20,Rush order
ORD-10067,2023-07-25,Monitor Arm Dual,Furniture,48,126.69,6081.12,South,Robert Johnson,Online,Credit Card,0,
ORD-10298,2023-07-25,Webcam HD 1080p,Electronics,26,77.72,2020.72,Central,Fatima Al-Hassan,Online,Check,10,Customer complaint
ORD-10398,2023-07-25,USB-C Hub 7-Port,Electronics,29,43.53,1262.37,South,Elena Vasquez,Retail,Paypal,10,
ORD-10171,2023-07-31,Monitor Arm Dual,Furniture,19,123.87,2353.53,West,Robert Johnson,Retail,Check,0,
ORD-10036,2023-08-05,Laptop Pro 15,Electronics,17,1252.84,21298.28,West,James Chen,Retail,Net 30,0,
ORD-10200,2023-08-11,Monitor Arm Dual,Furniture,13,121.86,1584.18,Central,Carlos Mendez,Wholesale,Wire Transfer,0,
ORD-10301,2023-08-14,Wireless Mouse M200,Electronics,25,31.19,779.75,,Fatima Al-Hassan,Online,Wire Transfer,10,
ORD-10137,2023-08-15,Webcam HD 1080p,Electronics,19,76.81,1459.39,Central,,Corporate,Net 30,5,Customer complaint
ORD-10234,2023-08-15,Desk Lamp LED,Office Supplies,50,51.28,2564.0,West,Maria Rodriguez,Retail,Paypal,0,Rush order
ORD-10011,2023-08-19,Printer Paper 5000ct,Office Supplies,29,31.01,899.29,North,Maria Rodriguez,Retail,,15,
ORD-10426,2023-08-21,Standing Desk L-Shape,Furniture,11,922.68,10149.48,East,Robert Johnson,Wholesale,Net 30,10,Rush order
ORD-10024,2023-08-22,Whiteboard Markers 12pk,Office Supplies,23,7.99,183.77,East,James Chen,Online,Net 30,20,Return pending
ORD-10069,2023-08-28,Webcam HD 1080p,Electronics,24,70.59,1694.16,North,Robert Johnson,Online,Paypal,0,
ORD-10203,2023-08-31,Notebook A5 Premium,Office Supplies,43,14.8,636.4,East,Robert Johnson,Wholesale,Credit Card,5,
ORD-10463,2023-09-02,Webcam HD 1080p,Electronics,39,73.66,2872.74,East,Robert Johnson,Corporate,Paypal,0,Backordered
ORD-10191,2023-09-04,Ergonomic Chair X1,Furniture,32,578.49,18511.68,North,David Kim,Corporate,Net 30,20,
ORD-10354,2023-09-09,Whiteboard Markers 12pk,Office Supplies,3,9.45,28.35,North,Aisha Patel,Corporate,Check,10,
ORD-10416,2023-09-10,Standing Desk L-Shape,Furniture,1,907.59,907.59,Central,Elena Vasquez,Retail,Paypal,0,
ORD-10110,2023-09-13,Notebook A5 Premium,Office Supplies,21,13.57,284.97,Central,Fatima Al-Hassan,Online,Check,0,Backordered
ORD-10232,2023-09-13,Ergonomic Chair X1,Furniture,13,659.55,8574.15,East,Robert Johnson,Corporate,Credit Card,0,Customer complaint
ORD-10066,2023-09-14,Ergonomic Chair X1,Furniture,41,543.32,22276.12,North,Robert Johnson,Online,Wire Transfer,0,Damaged in transit
ORD-10186,2023-09-14,Standing Desk L-Shape,Furniture,6,888.37,5330.22,West,Aisha Patel,Wholesale,Paypal,0,
ORD-10399,2023-09-14,Laptop Pro 15,Electronics,5,1132.45,5662.25,North,Elena Vasquez,Wholesale,Check,0,
ORD-10093,2023-09-16,Printer Paper 5000ct,Office Supplies,44,33.8,1487.2,North,Sarah Williams,Online,Paypal,0,
ORD-10103,2023-09-17,Webcam HD 1080p,Electronics,25,91.53,2288.25,South,James Chen,Online,Wire Transfer,0,
ORD-10250,2023-09-20,Keyboard Mechanical,Electronics,47,132.05,6206.35,West,James Chen,Retail,Check,15,Return pending
ORD-10464,2023-09-22,USB-C Hub 7-Port,Electronics,18,44.54,801.72,,Maria Rodriguez,Online,Net 30,10,
ORD-10025,2023-09-25,Laptop Pro 15,Electronics,8,1447.03,11576.24,East,Thomas Brown,Retail,Paypal,5,VIP client
ORD-10008,2023-09-27,Laptop Pro 15,Electronics,47,1446.57,67988.79,,Carlos Mendez,Online,Wire Transfer,0,Return pending
ORD-10224,2023-09-27,Monitor Arm Dual,Furniture,12,127.88,1534.56,Central,Sarah Williams,Retail,Credit Card,15,
ORD-10480,2023-09-28,Standing Desk L-Shape,Furniture,40,932.95,37318.0,West,Fatima Al-Hassan,Corporate,Credit Card,5,
ORD-10303,2023-09-29,Ergonomic Chair X1,Furniture,48,552.65,26527.2,North,,Corporate,Net 30,0,
ORD-10457,2023-10-01,Desk Lamp LED,Office Supplies,33,50.42,1663.86,West,Elena Vasquez,Retail,,0,Backordered
ORD-10306,2023-10-03,USB-C Hub 7-Port,Electronics,36,46.43,1671.48,West,,Online,Check,20,VIP client
ORD-10074,2023-10-05,Laptop Pro 15,Electronics,12,1208.48,14501.76,West,David Kim,Retail,,5,
ORD-10373,2023-10-05,Printer Paper 5000ct,Office Supplies,23,35.51,816.73,North,,Corporate,Credit Card,0,
ORD-10083,2023-10-07,Whiteboard Markers 12pk,Office Supplies,39,8.34,325.26,North,Thomas Brown,Online,Credit Card,5,
ORD-10133,2023-10-07,Laptop Pro 15,Electronics,26,1412.29,36719.54,Central,James Chen,Online,Paypal,0,
ORD-10262,2023-10-08,Desk Lamp LED,Office Supplies,45,48.54,2184.3,South,Thomas Brown,Online,Net 30,15,Backordered
ORD-10000,2023-10-09,Webcam HD 1080p,Electronics,8,68.59,548.72,West,Maria Rodriguez,Wholesale,Wire Transfer,0,Backordered
ORD-10076,2023-10-09,Desk Lamp LED,Office Supplies,10,39.14,391.4,Central,Aisha Patel,Corporate,Credit Card,0,Backordered
ORD-10422,2023-10-11,Standing Desk L-Shape,Furniture,33,894.9,29531.7,,Fatima Al-Hassan,Corporate,Net 30,10,
ORD-10053,2023-10-12,Whiteboard Markers 12pk,Office Supplies,34,8.88,301.92,West,Elena Vasquez,Online,Credit Card,0,Return pending
ORD-10080,2023-10-13,Printer Paper 5000ct,Office Supplies,25,30.95,773.75,,Fatima Al-Hassan,Online,Credit Card,0,VIP client
ORD-10071,2023-10-14,Desk Lamp LED,Office Supplies,27,50.93,1375.11,West,David Kim,Online,Net 30,15,
ORD-10498,2023-10-17,Whiteboard Markers 12pk,Office Supplies,11,8.8,96.8,South,Sarah Williams,Corporate,Credit Card,20,
ORD-10278,2023-10-19,Webcam HD 1080p,Electronics,42,73.62,3092.04,West,Thomas Brown,Online,Net 30,0,
ORD-10032,2023-10-20,Standing Desk L-Shape,Furniture,29,741.39,21500.31,South,Elena Vasquez,Wholesale,Wire Transfer,0,
ORD-10121,2023-10-20,Desk Lamp LED,Office Supplies,42,47.33,1987.86,South,David Kim,Online,Credit Card,20,
ORD-10435,2023-10-24,Ergonomic Chair X1,Furniture,12,658.71,7904.52,Central,Robert Johnson,Retail,Credit Card,0,VIP client
ORD-10263,2023-10-25,Ergonomic Chair X1,Furniture,14,621.31,8698.34,Central,David Kim,Retail,Check,0,
ORD-10265,2023-10-30,USB-C Hub 7-Port,Electronics,4,52.85,211.4,North,Fatima Al-Hassan,Corporate,Wire Transfer,10,
ORD-10415,2023-10-30,USB-C Hub 7-Port,Electronics,49,47.64,2334.36,South,Elena Vasquez,Corporate,Wire Transfer,0,
ORD-10164,2023-11-03,USB-C Hub 7-Port,Electronics,28,46.63,1305.64,West,Thomas Brown,Corporate,Credit Card,0,Damaged in transit
ORD-10084,2023-11-05,Desk Lamp LED,Office Supplies,4,38.35,153.4,East,,Corporate,Wire Transfer,0,
ORD-10101,2023-11-05,Wireless Mouse M200,Electronics,50,28.08,1404.0,North,Thomas Brown,Retail,Net 30,5,
ORD-10316,2023-11-07,Monitor Arm Dual,Furniture,27,120.62,3256.74,East,,Corporate,Paypal,10,
ORD-10205,2023-11-08,Wireless Mouse M200,Electronics,11,32.76,360.36,South,Carlos Mendez,Corporate,Net 30,0,Damaged in transit
ORD-10336,2023-11-08,Wireless Mouse M200,Electronics,37,29.09,1076.33,South,Thomas Brown,Online,Credit Card,20,
ORD-10314,2023-11-09,Webcam HD 1080p,Electronics,25,75.42,1885.5,Central,Maria Rodriguez,Online,Check,0,
ORD-10346,2023-11-09,Laptop Pro 15,Electronics,16,1464.67,23434.72,,David Kim,Online,Wire Transfer,10,
ORD-10051,2023-11-11,Wireless Mouse M200,Electronics,4,26.98,107.92,North,Aisha Patel,Corporate,Check,0,
